Date,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
2018-09-20,34.25,33.0,31.5,67.5,69.5,76.5,75.0,61.75,37.25,36.25,145.25,124.0,92.75,87.0,99.75,79.25,52.25,220.0,17.5,27.25,18.25,13.25
2018-09-21,34.25,33.0,31.5,67.5,69.5,76.5,75.0,61.75,37.25,36.25,145.25,124.0,92.75,87.0,99.75,79.25,52.25,220.0,17.5,26.0,17.75,12.75
2018-09-22,34.25,33.0,32.0,67.5,69.5,76.5,75.0,61.75,37.25,36.25,145.25,124.0,92.75,87.0,99.75,79.25,52.25,220.0,17.5,26.25,17.0,13.0
2018-09-23,34.25,33.0,32.0,67.5,69.5,76.5,75.0,61.75,37.25,36.25,145.25,124.0,92.75,87.0,99.75,79.25,52.25,220.0,17.5,26.5,17.25,12.75
2018-09-24,34.25,33.0,32.0,67.5,69.5,77.0,76.0,61.75,37.25,36.25,145.25,124.0,92.75,87.0,99.75,79.25,52.25,220.0,17.5,27.0,17.75,11.75
2018-09-25,34.25,33.0,32.0,67.5,69.5,77.0,76.0,61.75,37.25,36.25,145.25,124.0,93.75,83.75,99.75,79.25,51.75,220.0,17.5,27.5,17.75,11.0
2018-09-26,33.5,32.75,31.75,68.25,69.75,77.75,76.5,61.75,37.25,36.25,145.25,124.0,93.75,87.0,100.0,77.75,52.0,220.0,17.5,28.0,18.0,11.25
2018-09-27,33.5,32.75,31.75,68.25,69.75,77.75,76.5,61.5,37.25,36.25,145.25,124.0,93.75,87.0,100.0,78.75,52.25,220.0,17.5,29.0,17.75,12.5
2018-09-28,33.5,32.75,31.75,68.25,69.75,77.75,76.5,61.5,37.25,36.25,145.25,124.0,93.75,87.0,100.0,78.75,52.25,220.0,17.5,28.75,17.5,11.5
2018-09-29,32.67,33.0,32.67,69.67,70.0,77.33,76.33,63.0,37.0,36.0,145.33,130.0,95.0,87.0,101.67,79.33,51.67,220.0,17.67,28.0,18.67,11.33
2018-09-30,33.5,32.75,31.75,68.25,69.75,77.75,76.5,61.5,37.25,36.25,145.25,124.0,93.75,98.0,100.0,78.75,52.25,220.0,17.5,28.25,17.75,11.5
2018-10-01,33.5,32.75,31.75,68.25,69.75,77.75,76.5,61.5,37.25,36.25,145.25,124.0,93.75,87.0,100.0,78.75,52.25,220.0,17.5,28.0,17.5,11.25
2018-10-02,33.5,32.75,31.75,68.25,69.75,77.75,76.5,61.5,37.25,36.25,145.25,124.0,93.75,83.75,100.0,78.75,52.25,220.0,17.5,28.0,17.25,11.25
2018-10-03,33.5,32.75,31.75,67.0,69.5,78.25,76.75,61.5,37.25,36.25,145.0,123.0,93.5,83.75,99.5,78.25,52.25,220.0,17.5,28.0,17.25,10.75
2018-10-04,32.0,33.0,31.33,65.33,69.33,78.33,76.67,61.33,37.67,36.33,141.33,124.0,92.33,83.75,98.33,77.67,53.0,220.0,17.67,27.0,17.0,12.33
2018-10-05,33.5,33.0,32.25,67.0,69.5,78.25,76.75,61.5,37.5,36.25,146.0,124.0,93.75,83.75,99.75,78.5,52.25,220.0,17.5,27.75,18.25,12.25
2018-10-06,33.5,33.0,32.25,67.0,69.5,78.25,76.75,61.5,37.5,36.25,146.0,124.0,93.75,83.75,99.75,78.5,52.25,220.0,17.5,27.75,18.5,12.75
2018-10-07,32.0,33.0,31.33,65.33,69.33,78.33,76.67,61.33,37.67,36.33,141.33,124.0,92.67,90.0,98.33,77.67,53.0,220.0,17.67,27.67,17.67,13.33
2018-10-08,33.5,33.0,32.25,67.0,69.5,77.5,76.5,61.5,37.5,36.25,146.0,124.0,93.75,87.0,99.75,78.5,52.75,220.0,17.5,29.5,18.25,13.75
2018-10-09,33.5,33.0,32.25,67.0,69.5,77.5,76.5,61.5,37.5,36.25,146.0,124.0,93.75,87.0,99.75,78.5,52.75,220.0,17.5,29.75,18.5,12.75
2018-10-10,34.0,32.75,32.75,66.25,69.5,76.75,76.0,62.75,37.25,36.25,145.75,124.0,93.75,98.0,99.75,78.75,52.5,220.0,17.75,29.0,18.5,13.0
2018-10-11,34.0,32.75,32.75,66.25,69.5,76.75,76.0,62.75,37.25,36.25,148.25,124.0,93.75,87.0,99.75,78.75,52.5,220.0,17.75,29.0,18.5,13.75
2018-10-12,34.0,32.75,32.75,65.75,69.75,77.0,76.0,62.75,37.25,36.25,148.25,124.0,93.75,87.0,99.75,78.75,52.5,220.0,17.75,27.75,18.25,13.5
2018-10-13,34.0,32.75,32.75,65.75,69.75,77.0,76.0,62.75,37.25,36.25,148.25,124.0,93.75,87.0,99.75,78.75,52.5,220.0,17.75,27.75,19.25,13.25
2018-10-14,34.0,32.75,32.75,65.75,69.75,77.0,76.0,62.75,37.25,36.25,148.25,124.0,93.75,83.75,99.75,78.75,52.5,220.0,17.75,27.75,19.25,13.25
2018-10-15,33.75,32.75,32.75,65.75,69.75,77.0,76.0,62.75,37.25,36.25,147.0,126.67,93.75,83.75,100.5,79.5,52.5,220.0,17.75,29.25,20.0,14.0
2018-10-16,33.75,32.75,32.75,65.75,69.75,77.0,76.0,62.75,37.25,36.25,147.0,126.67,93.75,90.0,100.5,79.5,52.5,220.0,17.75,29.0,20.0,14.0
2018-10-17,33.75,32.75,32.75,65.75,69.5,77.25,76.0,62.75,37.25,36.25,147.0,126.67,93.75,87.0,100.5,79.5,52.5,220.0,17.75,28.0,20.25,12.25
2018-10-18,32.33,32.67,32.0,64.33,69.33,77.33,76.0,63.0,37.33,36.33,142.67,126.67,92.67,83.75,99.33,79.0,52.67,220.0,18.0,27.67,20.33,12.0
2018-10-19,32.33,32.67,32.0,64.33,69.33,77.33,76.0,63.0,37.33,36.33,142.67,126.67,92.67,83.75,99.33,79.0,52.67,220.0,18.0,28.0,22.33,11.67
2018-10-20,33.75,32.75,32.75,65.75,69.5,77.25,76.0,62.75,37.25,36.25,147.0,126.67,93.75,83.75,100.5,79.5,52.5,220.0,17.75,28.25,22.0,12.5
2018-10-21,33.75,32.75,32.75,65.75,69.5,77.25,76.0,62.75,37.25,36.25,147.0,126.67,93.75,83.75,100.5,79.5,52.5,220.0,17.75,28.25,21.5,12.25
2018-10-22,33.75,32.75,32.75,65.75,69.5,77.25,76.0,62.75,37.25,36.25,147.0,126.67,93.75,87.0,100.5,79.5,52.5,220.0,17.75,29.0,22.75,14.5
2018-10-23,33.75,32.75,32.75,65.75,69.5,77.75,76.0,62.75,37.5,36.25,147.0,126.67,93.75,83.75,100.5,79.5,52.5,220.0,17.75,29.25,23.25,14.25
2018-10-24,33.75,33.0,32.75,65.75,68.5,78.0,76.25,62.75,37.5,36.25,147.0,126.67,94.25,83.75,100.5,79.5,52.5,220.0,17.75,28.75,23.25,14.75
2018-10-25,33.75,33.0,32.75,65.75,68.5,78.5,76.25,62.75,37.5,36.25,147.0,126.67,94.25,90.0,100.5,79.5,52.5,220.0,17.75,30.75,24.0,14.75
2018-10-26,33.75,33.0,32.75,65.75,68.5,78.5,76.25,62.75,37.5,36.25,147.0,126.67,94.25,87.0,100.5,79.5,52.5,220.0,17.75,30.25,23.5,14.25
2018-10-27,33.33,33.0,33.0,67.0,68.67,78.0,76.0,64.67,37.33,36.0,149.33,130.0,95.67,86.2,101.33,79.33,52.67,220.0,17.67,29.67,25.0,14.0
2018-10-28,33.75,33.0,32.75,65.75,68.67,78.0,76.0,64.67,37.33,36.0,149.33,130.0,95.67,84.0,101.33,79.33,52.67,220.0,17.67,29.67,25.0,14.0
2018-10-29,33.5,33.0,32.5,65.25,68.75,78.75,76.0,62.75,37.5,36.25,143.0,128.67,94.75,87.0,100.25,79.25,53.0,220.0,17.75,29.5,23.0,14.0
2018-10-30,33.5,33.0,32.5,65.25,68.75,78.75,76.0,62.75,37.5,36.25,143.0,128.67,94.75,90.0,100.25,79.25,53.0,220.0,17.75,30.0,22.75,14.0
2018-10-31,33.5,33.5,32.5,65.75,68.75,78.75,76.0,62.75,37.5,36.25,143.0,128.67,95.25,87.0,100.25,79.75,53.0,220.0,17.75,30.75,23.0,13.75
2018-11-01,33.5,33.5,32.5,65.75,69.0,78.75,76.0,62.75,37.5,36.25,143.0,128.67,95.25,87.0,100.25,79.75,52.75,195.0,17.75,31.25,23.25,14.25
2018-11-02,33.75,33.5,32.75,65.0,70.0,79.75,76.0,61.75,37.5,36.25,143.0,128.67,95.25,87.0,100.25,79.75,52.75,195.0,17.75,30.0,22.5,14.0
2018-11-03,33.75,33.5,32.75,65.0,70.0,80.25,76.0,61.75,37.5,36.25,143.0,128.67,95.25,87.0,100.25,79.75,52.75,195.0,17.75,30.0,22.5,14.25
2018-11-04,33.75,33.5,32.75,65.0,70.0,80.25,76.0,61.75,37.5,36.25,143.0,128.67,95.25,87.0,100.25,79.75,52.75,195.0,17.75,29.25,22.5,14.5
2018-11-05,33.33,33.67,33.0,66.0,70.33,80.33,75.67,63.33,37.33,36.0,147.33,133.0,96.33,87.0,101.0,79.0,53.0,186.67,17.67,27.67,23.0,16.0
2018-11-06,31.5,34.0,32.5,65.0,70.0,81.5,76.0,64.0,37.5,36.0,144.0,133.0,94.0,87.0,100.0,78.5,52.5,170.0,18.0,26.5,24.5,16.0
2018-11-07,33.75,33.5,32.75,65.5,70.5,80.25,76.5,61.5,37.25,36.25,144.75,128.67,95.5,87.0,100.25,79.75,52.75,195.0,17.75,29.0,23.25,15.5
2018-11-08,33.33,33.67,33.0,66.67,71.0,80.33,76.33,62.0,37.0,36.0,143.0,133.0,96.67,95.0,101.0,79.0,53.0,186.67,17.67,28.33,24.0,16.0
2018-11-09,33.33,33.67,33.0,66.67,71.0,80.33,76.33,62.0,37.0,36.0,143.0,133.0,96.67,87.0,101.0,79.0,53.0,186.67,17.67,28.0,24.0,16.67
2018-11-10,33.75,33.5,32.75,65.5,70.5,80.25,76.5,60.75,37.25,36.25,142.25,128.67,95.5,86.2,100.25,79.75,52.75,195.0,17.75,29.75,23.25,16.0
2018-11-11,33.75,33.5,32.75,65.5,70.5,80.25,76.5,60.75,37.25,36.25,142.25,128.67,95.5,86.0,100.25,79.75,52.75,195.0,17.75,29.75,23.0,15.75
2018-11-12,33.75,33.5,32.75,68.75,74.75,84.5,80.0,60.75,37.25,36.25,145.5,128.67,95.0,90.0,102.0,79.5,53.0,195.0,17.75,31.75,23.75,15.25
2018-11-13,33.75,33.5,32.75,68.75,74.75,85.0,80.0,60.75,37.25,36.25,145.5,128.67,95.0,90.0,102.0,79.5,53.0,195.0,17.75,31.75,24.0,15.25
2018-11-14,33.75,33.5,32.75,69.5,76.0,86.25,81.0,61.0,37.25,36.25,145.75,128.33,95.0,90.0,102.0,79.0,53.25,195.0,17.75,31.25,23.75,15.25
2018-11-15,33.75,33.5,32.75,69.5,76.0,86.25,81.0,61.0,37.25,36.25,145.75,128.33,90.75,90.0,102.0,79.0,53.25,195.0,17.75,29.75,24.25,15.75
2018-11-16,33.75,33.5,32.75,69.5,76.0,86.25,81.0,61.0,37.25,36.25,145.75,128.33,90.75,90.0,102.0,79.0,53.25,195.0,17.75,29.0,24.5,15.25
2018-11-17,33.75,33.5,32.75,69.5,76.0,86.25,81.0,61.0,37.25,36.25,145.75,128.33,90.75,90.0,102.0,79.0,53.25,195.0,17.75,28.5,24.0,15.5
2018-11-18,33.75,33.5,32.75,69.5,76.0,86.25,81.0,61.0,37.25,36.25,145.75,128.33,90.75,84.0,102.0,79.0,53.25,195.0,17.75,29.5,24.0,15.5
2018-11-19,33.75,33.5,32.75,70.5,75.0,85.75,81.75,60.5,37.0,36.25,146.5,128.33,90.75,90.0,102.0,79.25,53.0,195.0,17.75,29.75,24.0,17.0
2018-11-20,33.75,33.5,32.75,70.25,75.0,85.25,80.75,60.5,37.0,36.25,146.5,128.33,90.75,90.0,102.0,79.25,53.0,195.0,17.75,29.5,23.5,17.0
2018-11-21,34.0,32.67,32.67,71.67,75.67,87.0,80.67,62.0,37.0,36.0,151.33,128.5,86.33,90.0,101.33,79.0,53.67,186.67,17.67,31.0,24.67,16.67
2018-11-22,33.75,33.5,32.75,70.25,75.25,85.75,81.25,60.5,37.0,36.25,145.0,128.33,90.25,90.0,101.75,79.25,53.0,195.0,17.75,29.25,22.75,16.25
2018-11-23,33.75,33.5,32.75,70.25,75.25,85.75,81.25,60.5,37.0,36.25,145.0,128.33,90.25,90.0,101.75,79.25,53.0,195.0,17.75,28.75,21.75,16.5
2018-11-24,33.75,33.5,32.75,70.25,75.25,85.75,81.25,60.5,37.0,36.25,145.0,128.33,90.25,90.0,101.75,79.25,53.0,195.0,17.75,28.5,21.75,16.75
2018-11-25,32.67,33.67,32.33,70.33,75.0,85.33,81.0,61.0,37.0,36.33,140.67,128.33,88.67,90.0,101.0,78.67,52.67,186.67,18.0,26.33,20.0,17.0
2018-11-26,33.75,33.5,32.75,70.25,75.25,85.75,81.25,60.5,37.0,36.25,145.0,128.33,90.25,90.0,101.75,79.25,52.75,195.0,17.75,27.75,20.0,16.25
2018-11-27,33.75,33.5,32.75,70.25,75.25,85.75,81.25,60.5,36.5,36.25,145.0,128.33,90.25,90.0,101.75,79.25,52.75,195.0,17.75,27.75,19.75,15.0
2018-11-28,33.75,33.5,32.75,70.5,75.5,86.0,80.25,61.25,36.5,36.25,145.5,128.67,88.75,87.0,101.75,77.25,52.75,195.0,17.75,26.25,18.0,13.25
2018-11-29,34.25,33.5,32.75,70.5,75.5,86.0,80.25,61.25,36.5,36.25,145.5,128.67,88.75,90.0,101.75,77.25,52.75,195.0,17.75,27.5,19.25,14.75
2018-11-30,34.25,33.25,32.75,70.5,75.75,87.0,80.25,61.25,36.25,36.25,145.5,128.67,91.5,90.0,100.75,77.25,52.75,195.0,17.75,27.5,19.0,14.0
2018-12-01,34.25,33.25,32.75,70.5,75.75,87.0,80.25,61.25,36.25,36.25,145.5,128.67,91.5,90.0,100.75,77.25,52.75,195.0,17.75,27.5,19.0,14.0
2018-12-02,33.0,33.5,35.25,70.67,76.0,87.67,80.33,62.0,36.33,36.33,140.0,128.67,92.33,90.0,99.67,76.33,52.67,186.67,18.0,26.33,19.0,15.33
2018-12-03,33.8,33.4,35.0,71.4,75.6,84.6,80.2,61.0,36.25,36.25,150.4,128.67,91.8,87.0,100.75,77.25,52.75,195.0,17.75,26.0,20.0,15.0
2018-12-04,33.8,33.4,35.0,71.4,75.6,84.6,80.2,61.0,36.4,37.4,148.6,129.25,91.2,90.0,100.6,75.8,51.8,198.0,17.6,26.0,20.0,16.6
2018-12-05,33.8,33.4,35.0,72.2,75.8,84.4,80.8,60.6,36.2,37.4,150.0,129.75,91.2,87.0,100.6,76.6,51.6,202.0,17.6,25.6,20.2,17.2
2018-12-06,33.8,33.4,35.0,72.2,75.8,85.4,80.8,60.6,36.2,37.4,150.0,129.75,91.2,90.0,100.4,76.6,51.6,202.0,17.6,23.8,19.6,17.0
2018-12-07,33.8,33.8,35.0,72.2,75.8,85.4,80.8,60.6,36.2,37.4,150.0,129.75,91.2,90.0,100.4,76.6,51.6,202.0,17.6,24.0,19.2,16.2
2018-12-08,33.8,33.8,35.0,72.2,75.8,85.4,80.8,60.6,36.4,37.4,150.0,129.75,91.2,90.0,100.4,76.6,51.6,202.0,17.6,23.0,18.6,16.2
2018-12-09,33.8,33.8,35.0,72.2,75.8,85.4,80.8,60.6,36.4,37.4,150.0,129.75,91.2,87.0,100.4,76.6,51.6,202.0,17.6,23.4,18.8,16.6
2018-12-10,33.8,33.8,35.0,72.4,75.8,86.4,80.8,60.6,36.2,37.4,150.4,129.5,91.2,90.0,100.4,76.6,51.6,202.0,17.6,23.8,18.2,16.0
2018-12-11,33.8,33.8,35.0,72.4,75.8,86.4,80.8,60.6,36.2,37.4,150.4,129.5,91.2,120.0,100.4,76.6,51.6,202.0,17.6,23.8,17.4,16.2
2018-12-12,34.0,33.8,35.6,72.6,77.0,87.6,81.2,60.8,36.4,37.4,150.4,129.0,90.0,87.0,99.8,73.2,51.8,202.0,17.6,24.8,18.4,15.4
2018-12-13,34.0,33.8,35.6,72.6,77.0,87.6,81.2,60.8,36.4,37.4,150.4,129.0,90.0,87.0,99.8,73.2,51.8,202.0,17.6,24.8,19.0,15.8
2018-12-14,34.0,33.8,35.6,72.6,77.0,87.6,81.2,60.8,36.4,37.4,150.4,129.0,90.0,87.0,99.8,73.2,51.8,202.0,17.6,24.8,19.0,15.8
2018-12-15,34.0,33.8,35.6,72.6,77.0,87.6,81.2,60.8,36.4,37.4,150.4,129.0,90.0,90.0,99.8,73.2,51.8,202.0,17.6,25.0,17.6,15.2
2018-12-16,33.25,34.0,36.0,73.25,77.5,87.0,81.5,61.25,36.5,37.75,147.5,129.0,91.75,90.0,99.25,72.75,51.5,197.5,17.75,23.75,17.25,15.0
2018-12-17,34.0,33.8,35.6,72.6,77.2,87.6,81.2,60.8,36.4,37.4,150.4,129.25,90.0,93.0,99.8,72.8,51.8,202.0,17.6,23.6,18.8,15.0
2018-12-18,34.0,33.8,35.6,72.6,77.2,87.6,81.2,60.8,36.4,37.4,151.0,129.25,89.8,87.0,99.8,72.8,51.8,202.0,17.6,24.0,18.2,16.2
2018-12-19,34.0,33.8,35.6,72.2,76.8,87.2,81.2,60.8,36.4,37.4,151.0,129.25,90.2,87.0,99.8,72.8,51.8,202.0,17.6,25.8,18.4,16.4
2018-12-20,34.0,33.8,35.6,72.2,76.8,87.2,81.2,60.8,36.4,37.4,151.0,129.25,90.2,87.0,99.8,72.8,51.8,202.0,17.6,25.0,18.2,16.0
2018-12-21,34.0,34.0,36.0,72.6,77.2,87.2,81.6,60.8,36.4,37.4,150.0,129.25,89.0,87.0,99.8,71.8,51.8,202.0,17.6,24.4,18.2,16.0
2018-12-22,34.0,34.0,36.0,72.6,77.2,87.2,81.6,60.8,36.4,37.4,150.0,129.25,89.0,87.0,99.8,71.8,51.8,202.0,17.6,24.2,17.8,16.4
2018-12-23,34.0,33.75,36.0,72.75,76.0,87.75,81.0,61.5,36.0,37.5,155.0,129.33,85.25,87.0,99.0,72.0,51.25,197.5,17.5,24.75,18.75,16.75
2018-12-24,34.0,33.6,35.6,72.0,77.4,87.4,80.8,60.8,36.4,37.4,150.0,129.25,89.0,87.0,99.8,71.8,51.8,202.0,17.6,25.0,18.6,18.0
2018-12-25,34.0,33.6,35.6,72.0,77.4,87.4,80.8,60.8,36.4,37.4,150.0,129.25,89.0,87.0,99.8,71.8,51.8,202.0,17.6,25.0,18.6,17.6
2018-12-26,33.6,33.6,35.4,72.2,76.0,87.0,80.4,60.8,36.0,37.4,150.4,129.25,88.4,87.0,99.2,71.6,51.0,202.0,17.6,23.4,17.6,16.8
2018-12-27,33.6,33.6,35.4,72.2,76.0,86.6,80.4,60.8,36.0,37.4,150.4,129.25,88.4,87.0,98.8,71.6,51.0,202.0,17.6,24.0,17.8,17.8
2018-12-28,33.6,33.6,35.4,72.2,76.0,86.6,80.4,60.8,36.0,37.4,150.2,129.0,88.4,87.0,98.8,71.6,51.0,202.0,17.6,24.4,17.8,17.8
2018-12-29,33.6,33.6,35.4,72.2,76.0,86.6,80.4,60.8,36.0,37.4,150.2,129.0,88.4,83.75,98.8,71.6,51.0,202.0,17.6,24.2,17.8,18.0
2018-12-30,33.6,33.6,35.4,72.2,76.0,86.6,80.4,60.8,36.0,37.4,150.2,129.0,88.4,87.0,98.8,71.6,51.0,202.0,17.6,23.8,16.8,17.0
2018-12-31,33.6,33.6,35.4,72.2,76.0,86.6,80.4,60.8,36.0,37.4,150.2,129.0,88.4,99.0,98.8,71.6,51.0,202.0,17.6,24.0,17.0,18.2
2019-01-01,33.6,33.6,35.4,72.2,76.0,86.6,80.4,60.8,36.0,37.4,150.2,129.0,88.4,99.0,98.8,71.6,51.0,202.0,17.6,24.0,17.2,18.8
2019-01-02,33.6,33.6,35.4,71.8,75.4,86.0,80.0,60.8,36.0,37.4,149.8,129.0,88.4,87.0,98.8,71.6,51.0,202.0,17.6,24.6,16.8,19.4
2019-01-03,33.6,33.6,35.4,71.4,75.4,86.0,80.0,60.8,36.0,37.4,149.8,129.0,88.4,87.0,98.8,71.6,51.0,202.0,17.6,25.0,17.2,20.4
2019-01-04,34.0,33.6,35.4,71.4,75.4,86.0,81.2,60.8,36.0,37.4,148.8,129.0,88.4,86.5,98.8,71.6,51.0,202.0,17.6,25.4,18.8,20.4
2019-01-05,34.0,33.6,35.4,71.4,75.4,86.0,81.2,60.8,36.0,37.4,148.8,129.0,88.4,99.0,98.8,71.6,51.0,202.0,17.6,24.8,18.6,22.2
2019-01-06,34.0,33.6,35.4,71.4,75.4,86.0,81.2,60.8,36.0,37.4,148.8,129.0,88.4,87.0,98.8,71.6,51.0,202.0,17.6,24.8,18.6,23.0
2019-01-07,34.0,33.2,35.6,71.4,75.4,86.0,81.6,60.8,36.0,37.4,150.8,129.0,88.4,87.0,98.8,71.6,51.0,202.0,17.6,25.4,18.0,29.4
2019-01-08,33.6,32.8,34.6,71.4,75.4,86.0,81.6,60.8,36.0,37.4,149.8,129.0,89.4,87.0,98.8,71.6,51.0,202.0,17.6,25.4,17.4,32.8
2019-01-09,33.6,33.0,34.2,71.4,75.4,84.8,81.6,60.8,35.8,37.4,148.4,129.0,88.6,87.0,98.2,71.6,50.8,202.0,17.6,25.0,17.8,33.2
2019-01-10,33.6,33.0,34.2,72.0,77.0,84.8,81.6,60.8,35.8,37.4,148.4,129.0,88.6,87.0,98.2,71.6,51.2,202.0,17.6,23.6,17.4,33.2
2019-01-11,33.6,33.4,34.2,71.8,76.8,85.0,81.6,60.8,36.0,37.4,149.4,129.0,88.6,87.0,98.4,71.4,51.4,202.0,17.6,24.6,17.2,34.6
2019-01-12,33.6,33.4,34.2,71.8,76.8,85.0,81.6,60.8,36.0,37.4,149.4,129.0,88.6,87.0,98.4,71.4,51.4,202.0,17.6,24.6,17.2,34.2
2019-01-13,33.6,33.4,34.2,71.8,76.8,85.0,81.6,60.8,36.0,37.4,149.4,129.0,88.6,87.0,98.4,71.4,51.4,202.0,17.6,24.2,18.6,35.4
2019-01-14,33.6,33.4,34.2,71.8,77.2,84.2,81.6,60.8,36.0,37.4,149.4,129.0,88.6,90.0,98.4,71.4,51.4,202.0,17.6,24.4,18.6,35.6
2019-01-15,33.6,33.4,34.2,71.8,77.2,84.2,81.6,60.8,36.0,37.4,149.4,129.0,88.6,99.0,98.4,71.4,51.4,202.0,17.6,24.4,18.4,35.0
2019-01-16,32.75,33.25,33.75,72.25,77.75,82.75,82.0,61.25,36.0,37.75,146.75,129.0,89.75,93.0,97.5,70.5,51.0,197.5,17.75,24.5,18.0,35.75
2019-01-17,33.6,33.4,34.2,71.8,77.2,84.2,81.6,60.8,36.0,37.4,149.4,129.0,88.6,87.0,98.4,71.4,51.4,202.0,17.6,25.8,18.2,34.6
2019-01-18,33.6,33.4,34.2,71.8,77.8,83.4,81.6,60.8,36.0,37.4,148.8,129.0,88.6,87.0,98.4,71.4,51.4,202.0,17.6,25.0,17.2,31.2
2019-01-19,33.6,33.4,34.2,71.8,77.8,83.4,81.6,60.8,36.0,37.4,149.4,129.0,88.6,100.0,98.4,71.4,51.4,202.0,17.6,25.0,17.4,27.2
2019-01-20,32.75,33.25,33.75,72.25,78.5,82.75,82.0,61.25,36.0,37.75,146.75,129.0,89.75,98.0,97.5,70.5,51.0,197.5,17.75,24.75,17.5,27.75
2019-01-21,33.6,33.4,34.2,71.8,79.4,83.4,81.6,61.8,36.0,37.4,149.0,129.25,88.6,93.0,98.4,71.8,51.4,202.0,17.6,25.4,17.0,22.8
2019-01-22,33.6,33.4,34.2,71.8,81.4,83.4,81.6,62.8,36.0,37.4,149.0,129.25,88.6,87.0,97.8,72.0,51.4,202.0,17.6,26.2,16.4,22.6
2019-01-23,33.2,33.2,34.0,70.8,83.0,83.2,81.6,63.4,36.0,37.4,149.0,129.25,89.6,87.0,97.8,72.2,51.4,202.0,17.6,24.8,16.4,21.6
2019-01-24,33.2,33.2,34.0,70.2,83.0,83.4,81.8,63.4,36.0,37.4,149.0,129.25,89.6,87.0,97.8,72.2,51.4,202.0,17.6,25.0,16.2,21.0
2019-01-25,33.2,33.2,34.0,70.2,83.0,83.4,81.8,63.4,36.0,37.4,149.0,129.25,89.6,87.0,97.8,72.2,51.4,202.0,17.6,24.4,16.6,20.4
2019-01-26,33.2,33.2,34.0,70.2,83.0,83.4,81.8,63.4,36.0,37.4,149.0,129.25,89.6,87.5,97.8,72.2,51.4,202.0,17.6,24.8,16.6,20.4
2019-01-27,33.33,33.67,33.0,70.0,81.0,83.33,82.0,62.67,36.0,36.0,148.0,133.0,91.33,87.5,98.33,71.67,52.0,193.33,17.67,24.67,16.67,19.0
2019-01-28,32.4,32.4,34.0,70.2,84.8,84.2,81.8,63.4,36.0,37.4,149.4,129.25,89.6,99.0,97.8,72.2,51.4,202.0,17.6,24.0,16.6,19.4
2019-01-29,32.4,33.2,34.0,70.2,84.8,84.2,82.2,63.4,36.0,37.4,149.4,129.25,89.6,99.0,97.8,72.2,51.2,202.0,17.6,24.0,16.6,18.6
2019-01-30,33.2,33.4,34.2,70.0,85.2,83.6,82.4,64.6,36.0,37.4,147.8,129.75,89.6,96.0,98.0,73.2,51.4,202.0,17.6,23.8,16.4,19.4
2019-01-31,33.2,33.4,34.2,70.8,85.6,84.0,83.2,64.8,36.0,37.4,147.4,129.75,89.6,100.0,97.0,73.4,51.4,202.0,17.6,24.0,16.2,18.2
2019-02-01,33.2,33.4,34.2,70.8,85.6,84.0,83.2,64.8,36.0,37.4,147.4,129.75,89.6,99.0,97.0,74.0,51.0,202.0,17.6,24.0,15.8,16.8
2019-02-02,32.75,33.25,34.0,71.75,85.25,84.0,84.0,65.75,36.0,37.75,145.25,129.75,90.25,99.0,95.75,74.25,50.5,197.5,17.75,23.75,16.0,15.75
2019-02-03,32.75,33.25,34.0,71.75,85.25,84.0,84.0,65.75,36.0,37.75,145.25,129.75,90.25,87.5,95.75,74.25,50.5,197.5,17.75,23.75,15.75,15.75
2019-02-04,33.2,33.4,34.2,70.8,85.6,84.0,83.6,65.8,36.0,37.4,147.4,129.75,89.6,87.5,96.8,74.2,51.0,202.0,17.8,24.0,15.6,15.8
2019-02-05,33.2,33.4,34.2,70.8,85.6,84.0,83.6,65.8,36.0,37.4,147.2,129.75,89.6,87.5,96.8,74.2,51.0,202.0,17.8,23.8,15.2,15.6
2019-02-06,33.2,33.4,34.2,70.8,85.6,84.0,83.6,65.8,36.0,37.4,147.2,129.75,89.6,99.0,96.8,74.2,51.0,202.0,17.8,23.8,15.2,15.6
2019-02-07,33.2,33.4,34.4,71.4,85.6,83.6,83.0,65.6,35.8,37.4,147.2,129.75,89.8,87.0,96.8,74.2,51.6,202.0,17.8,24.0,15.0,14.6
2019-02-08,33.2,33.4,34.4,72.0,85.6,83.6,83.0,65.6,35.8,37.4,147.2,129.75,89.8,87.5,97.2,74.2,51.6,202.0,17.8,24.0,15.2,14.0
2019-02-09,33.2,33.4,34.4,72.0,85.6,83.6,83.0,65.6,35.8,37.4,147.2,129.75,89.8,87.5,97.2,74.2,51.6,202.0,17.8,24.0,15.4,16.0
2019-02-10,33.5,33.75,33.25,71.25,85.75,83.25,82.5,65.75,35.75,36.25,144.0,129.33,91.25,87.5,96.25,74.25,53.25,200.0,18.0,23.75,15.25,15.75
2019-02-11,33.2,33.4,34.4,70.8,85.6,83.6,83.8,65.6,35.8,37.4,147.2,129.75,89.4,99.0,97.4,74.4,51.2,202.0,17.8,23.6,15.4,15.4
